FoodID,FoodCode,FoodGroupID,FoodSourceID,FoodDescription,FoodDescriptionF,FoodDateOfEntry,FoodDateOfPublication,CountryCode,ScientificName,Carbs,Calories,Fats,Fibre,Protein,Sugars
501647,6429,21,0,"Fast foods, pizza, cheese and pepperoni, regular crust","Aliments prêts à manger, pizza avec fromage et pepperoni, croûte régulière",2009-03-10,,21302.0,,31.98,282.0,11.91,2.3,11.74,3.26
501648,6430,21,0,"Fast foods, pizza, cheese and pepperoni, thick crust","Aliments prêts à manger, pizza avec fromage et pepperoni, croûte épaisse",2009-03-10,,21303.0,,31.84,287.0,12.58,2.2,11.49,2.93
501649,6431,21,0,"Fast foods, brownie","Aliments prêts à manger, carré au chocolat",2009-03-11,,21027.0,,64.95,405.0,16.84,,4.57,
501650,6432,21,0,"Fast foods, sandwiches and burgers, cheeseburger, large, single patty, with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois au fromage, gros, 1 galette, avec condiments et légumes",2009-03-11,,21098.0,,16.81,207.0,10.36,1.4,11.59,4.0
501651,6433,21,0,"Fast foods, sandwiches and burgers, hamburger, large, single patty with condiments and vegetables","Aliments prêts à manger, sandwichs et burgers, hambourgeois, gros, 1 galette avec condiments et légumes",2009-03-11,,21113.0,,18.35,235.0,12.55,,11.85,
501652,6434,15,0,"Fish, burbot (loche), raw","Poisson, lotte (loche), crue",2009-03-11,,15006.0,lota lota (L.),0.0,90.0,0.81,0.0,19.31,0.0
501653,6435,15,0,"Fish, burbot (loche), baked or broiled","Poisson, lotte (loche), cuite au four ou grillée",2009-03-11,,15190.0,,0.0,115.0,1.04,0.0,24.76,0.0
501654,6436,14,0,"Drink, fruit punch, frozen concentrate","Boisson, punch aux fruits, concentré congelé",2009-03-11,,14268.0,,41.4,162.0,0.0,0.4,0.2,
501655,6437,14,0,"Drink, fruit punch, frozen concentrate, water added","Boisson, punch aux fruits, concentré congelé, eau ajoutée",2009-03-11,,14269.0,,11.66,46.0,0.0,0.1,0.06,0.0
501656,6438,11,0,"Gourd, dishcloth (towelgourd), boiled, drained, with salt","Courge torchon (towelgourd), bouillie, égouttée, sel ajouté",2009-03-16,,11785.0,,13.75,54.0,0.34,2.9,0.66,5.17
501657,6439,11,0,"Gourd, white-flowered (calabash gourd), boiled, drained, with salt","Calebasse, bouillie, égouttée, sel ajouté",2009-03-17,,11784.0,,3.1,13.0,0.02,1.2,0.6,
501658,6440,9,0,"Grapefruit juice, pink, raw","Pamplemousse rose, jus, frais",2009-03-17,,9404.0,,9.2,39.0,0.1,,0.5,
501660,6442,11,0,"Drumstick (horseradish-tree), leaves, boiled, drained, with salt","Cassier (ben oléifère), feuilles, bouillies, égouttées, sel ajouté",2009-03-17,,11786.0,,11.15,60.0,0.93,2.0,5.27,1.0
501661,6443,11,0,"Drumstick (horseradish-tree), pods, boiled, drained, with salt","Cassier (ben oléifère), gousses, bouillies, égouttées, sel ajouté",2009-03-17,,11787.0,,8.18,36.0,0.19,4.2,2.09,
501662,6444,9,0,"Huckleberries, raw","Airelle myrtille, crue",2009-03-17,,35043.0,,8.7,37.0,0.1,,0.4,
501663,6445,11,0,"Beans, hyacinth, boiled, drained, with salt","Doliques d'Égypte, bouillis, égouttés, sel ajouté",2009-03-17,,11788.0,,9.2,50.0,0.27,,2.95,
501664,6446,11,0,"Kale, boiled, drained, with salt","Chou vert frisé, bouilli, égoutté, sel ajouté",2009-03-17,,11790.0,,5.63,28.0,0.4,2.0,1.9,1.25
501665,6447,11,0,"Jute, potherb, boiled, drained, with salt","Jute tossa, bouilli, égoutté, sel ajouté",2009-03-17,,11789.0,,7.29,37.0,0.2,2.0,3.68,1.0
501666,6448,11,0,"Kale, frozen, boiled, drained, with salt","Chou vert frisé, congelé, bouilli, égoutté, sel ajouté",2009-03-17,,11791.0,,5.23,30.0,0.49,2.0,2.84,1.34
501667,6449,11,0,"Kohlrabi, boiled, drained, with salt","Chou-rave, bouilli, égoutté, sel ajouté",2009-03-17,,11793.0,,6.69,29.0,0.11,1.1,1.8,2.8
501668,6450,11,0,"Lambsquarters, boiled, drained, with salt","Chou gras (chenopode blanc), bouilli, égoutté, sel ajouté",2009-03-17,,11794.0,,5.0,32.0,0.7,2.1,3.2,0.62
501669,6451,11,0,"Leeks (bulb and lower-leaf portion), boiled, drained, with salt","Poireaux (bulbe et portion inférieure), bouillis, égouttés, sel ajouté",2009-03-17,,11795.0,,7.62,31.0,0.2,1.0,0.81,2.11
501670,6452,11,0,"Lentils, sprouted, stir-fried, with salt, no fat added","Lentilles, germées, sautées, sel ajouté, sans gras ajouté",2009-03-17,,11926.0,,21.25,101.0,0.45,,8.8,
501671,6453,11,0,"Beans, lima, boiled, drained, with salt","Haricots, lima, bouillis, égouttés, sel ajouté",2009-03-17,,11714.0,,23.64,123.0,0.32,5.3,6.81,1.63
501672,6454,11,0,"Beans, lima, baby, frozen, boiled, drained, with salt","Haricots, lima, petits, congelés, bouillis, égouttés",2009-03-17,,11716.0,,19.45,105.0,0.3,6.0,6.65,1.37
501673,6455,11,0,"Beans, lima (fordhook), frozen, boiled, drained, with salt","Haricots, lima (fordhook), congelés, bouillis, égouttés, sel ajouté",2009-03-17,,11717.0,,19.32,103.0,0.34,5.8,6.07,1.34
501674,6456,11,0,"Lotus root, boiled, drained, with salt","Lotus, racine, bouillie, égouttée, sel ajouté",2009-03-17,,11796.0,,16.02,66.0,0.07,3.1,1.58,
501675,6457,8,0,"Cereal, millet, puffed","Céréale, millet, soufflé",2009-03-17,,43483.0,,80.0,354.0,3.4,2.7,13.0,0.55
501676,6458,11,0,"Beans, mung, mature seeds, sprouted, bean sprouts, boiled, drained, with salt","Haricots, mungo, secs, germés, germes de haricot, bouillis, égouttés, sel ajouté",2009-03-17,,11718.0,,3.6,19.0,0.09,0.8,2.03,2.84
501677,6459,11,0,"Mushroom, boiled, drained, with salt","Champignon, bouilli, égoutté, sel ajouté",2009-03-17,,11797.0,,5.29,28.0,0.47,2.2,2.17,2.34
501678,6460,11,0,"Mushroom, white, microwaved","Champignon, cuit au four à micro-ondes",2009-03-17,,11992.0,,6.04,44.0,0.46,2.5,3.91,0.0
501679,6461,11,0,"Mustard greens, boiled, drained, with salt","Moutarde, feuilles, bouillies, égouttées, sel ajouté",2009-03-17,,11799.0,,4.51,26.0,0.47,2.0,2.56,1.41
501680,6462,11,0,"Mustard greens, frozen, boiled, drained, with salt","Moutarde, feuilles, congelées, bouillies, égouttées, sel ajouté",2009-03-17,,11800.0,,3.11,19.0,0.25,2.8,2.27,0.32
501681,6463,11,0,"Mustard spinach (tendergreen), boiled, drained, with salt","Moutarde joncée, bouillie, égouttée, sel ajouté",2009-03-17,,11801.0,,2.8,16.0,0.2,2.0,1.7,
501682,6464,11,0,"New Zealand spinach, boiled, drained, with salt","Épinards de la Nouvelle-Zélande, bouillis, égouttés, sel ajouté",2009-03-17,,11802.0,,2.13,12.0,0.17,1.4,1.3,0.25
501683,6465,4,0,"Oil, cooking spray","Huile, enduit à cuisson en vaporisateur",2009-03-17,,4679.0,,20.69,792.0,78.69,0.0,0.26,0.0
501684,6466,11,0,"Okra (gumbo), boiled, drained, with salt","Okra (gombo), bouilli, égoutté, sel ajouté",2009-03-17,,11803.0,,4.51,22.0,0.21,2.5,1.87,2.4
501685,6467,11,0,"Okra (gumbo), frozen, boiled, drained, with salt","Okra (gombo), congelé, bouilli, égoutté, sel ajouté",2009-03-17,,11804.0,,6.41,34.0,0.24,2.1,1.63,2.87
501686,6468,11,0,"Onion, frozen, chopped, boiled, drained, with salt","Oignon, congelé, haché, bouilli, égoutté, sel ajouté",2009-03-17,,11806.0,,6.0,26.0,0.1,1.7,0.77,2.9
501687,6469,11,0,"Onion, frozen, whole, boiled, drained, with salt","Oignon, congelé, entier, bouilli, égoutté, sel ajouté",2009-03-17,,11807.0,,6.11,26.0,0.05,1.4,0.71,2.9
501688,6470,14,1,"Juice drink, orange","Boisson au jus, orange",2009-03-17,,42270.0,,13.41,55.0,0.0,0.2,0.2,9.36
501689,6471,18,0,"Pancake, plain (includes buttermilk), dry mix, complete, prepared with water","Crêpe, nature (incluant babeurre), mélange sec, complet, préparé avec eau",2009-03-17,,18290.0,,36.7,194.0,2.5,1.3,5.2,
501690,6472,18,0,"Pancake, plain (includes buttermilk), dry mix, incomplete, prepared with egg, oil, milk","Crêpe, nature (incluant babeurre), mélange sec, incomplet, préparé avec oeuf, huile et lait",2009-03-17,,18292.0,,28.9,218.0,7.7,1.9,7.8,
501691,6473,18,0,"Pancake, whole wheat, dry mix, incomplete, prepared, (with egg, oil, milk)","Crèpe, blé entier, mélange sec incomplet, préparé (avec oeuf, huile et lait)",2009-03-17,,18300.0,,29.4,208.0,6.5,2.8,8.5,
501692,6474,11,0,"Parsnip, boiled, drained, with salt","Panais, bouilli, égoutté, sel ajouté",2009-03-17,,11808.0,,17.01,71.0,0.3,4.0,1.32,4.8
501693,6475,11,0,"Peas and carrots, frozen, boiled, drained, with salt","Pois et carottes, congelés, bouillis, égouttés, sel ajouté",2009-03-17,,11817.0,,10.12,48.0,0.42,3.1,3.09,4.36
501694,6476,11,0,"Peas and onions, frozen, boiled, drained, with salt","Pois et oignons, congelés, bouillis, égouttés, sel ajouté",2009-03-17,,11818.0,,8.63,45.0,0.2,2.2,2.54,3.77
501695,6477,11,0,"Peas, edible-podded (snow peas), boiled, drained, with salt","Pois mange-tout, bouillis, égouttés, sel ajouté",2009-03-17,,11809.0,,6.46,40.0,0.23,2.8,3.27,3.99
501696,6478,11,0,"Peas, edible-podded (snow peas), frozen, boiled, drained, with salt","Pois mange-tout, congelés, bouillis, égouttés, sel ajouté",2009-03-17,,11810.0,,8.43,50.0,0.38,3.1,3.5,4.82
501697,6479,11,0,"Peas, green, canned, drained solids, no salt added","Pois, petits (verts), conserve, solides égouttés, sans sel ajouté",2009-03-17,,11813.0,,12.58,69.0,0.35,4.1,4.42,4.16
501698,6480,11,0,"Peas, green, canned, solids and liquid, no salt added","Pois, petits (verts), conserve, solides et liquide, sans sel ajouté",2009-03-17,,11812.0,,9.75,53.0,0.3,3.3,3.19,3.2
501699,6481,11,0,"Peas, green, boiled, drained, with salt","Pois, petits (verts), bouillis, égouttés, sel ajouté",2009-03-17,,11811.0,,15.63,84.0,0.22,5.5,5.36,5.93
501700,6482,11,0,"Peas, green, frozen, boiled, drained, with salt","Pois, petits (verts), congelés, bouillis, égouttés, sel ajouté",2009-03-17,,11814.0,,14.26,78.0,0.27,5.5,5.15,4.65
501701,6483,11,0,"Pepper, sweet, green, frozen, chopped, boiled, drained, with salt","Poivron vert, congelé, haché, bouilli, égoutté, sel ajouté",2009-03-17,,11825.0,,3.31,16.0,0.18,0.9,0.95,
501702,6484,11,0,"Pepper, sweet, red, canned, solids and liquid","Poivron rouge, conserve, solides et liquide",2009-03-17,,11916.0,,3.9,18.0,0.3,1.2,0.8,
501703,6485,11,0,"Pepper, sweet, red, freeze-dried","Poivron rouge, lyophilisé",2009-03-17,,11931.0,,68.7,314.0,3.0,21.3,17.9,40.77
501704,6486,11,0,"Pepper, sweet, red, frozen, chopped, boiled, drained, with salt","Poivron rouge, congelé, haché, bouilli, égoutté, sel ajouté",2009-03-17,,11919.0,,3.31,16.0,0.18,0.8,0.95,2.86
501705,6487,11,0,"Pepper, sweet, red, frozen, chopped, boiled, drained","Poivron rouge, congelé, haché, bouilli, égoutté",2009-03-17,,11918.0,,3.31,16.0,0.18,0.8,0.95,2.86
501706,6488,11,0,"Pepper, sweet, red, frozen, chopped, unprepared","Poivron rouge, congelé, haché, non préparé",2009-03-17,,11917.0,,4.45,20.0,0.21,1.6,1.08,3.26
501707,6489,18,0,"Pie crust, standard-type, dry mix, prepared, baked","Croûte de tarte, type ordinaire, mélange sec, préparé, cuit",2009-03-17,,18333.0,,50.4,501.0,30.4,1.8,6.7,
501708,6490,11,0,"Peas, pigeon, boiled, drained, with salt","Pois, cajan, bouillis, égouttés, sel ajouté",2009-03-17,,11826.0,,19.49,111.0,1.36,6.2,5.96,2.48
501709,6491,11,0,"Pokeberry shoots, boiled, drained, with salt","Phytolaque d'Amérique, pousses, bouillies, égouttées, sel ajouté",2009-03-17,,11827.0,,3.1,20.0,0.4,1.5,2.3,1.6
501730,6509,11,0,"Potato, au gratin, homemade, with margarine","Pomme de terre, au gratin, faite maison, avec margarine",2009-03-17,,11843.0,,11.27,132.0,7.59,1.8,5.06,
501731,6510,11,0,"Potato, flesh and skin, baked, with salt","Pomme de terre, chair et pelure, cuite au four, sel ajouté",2009-03-17,,11828.0,,21.15,93.0,0.13,2.2,2.5,1.18
501732,6511,11,0,"Potato, flesh, baked, with salt","Pomme de terre, chair, cuite au four, avec sel",2009-03-17,,11829.0,,21.55,93.0,0.1,1.5,1.96,1.7
501733,6512,11,0,"Potato, skin, baked, with salt","Pomme de terre, pelure, cuite au four, sel ajouté",2009-03-17,,11830.0,,46.06,198.0,0.1,7.9,4.29,1.4
501734,6513,11,0,"Potato, boiled with skin, flesh, with salt","Pomme de terre, bouillie avec la pelure, chair, sel ajouté",2009-03-17,,11831.0,,20.13,87.0,0.1,2.0,1.87,0.87
501735,6514,11,0,"Potato, boiled with skin, skin only, with salt","Pomme de terre, bouillie avec la pelure, pelure seulement, sel ajouté",2009-03-17,,11832.0,,17.2,78.0,0.1,3.3,2.86,
501736,6515,11,0,"Potato, boiled without skin, flesh, with salt","Pomme de terre, bouillie sans la pelure, chair, sel ajouté",2009-03-17,,11833.0,,20.01,86.0,0.1,2.0,1.71,0.85
501737,6516,11,0,"Potato, french-fried, frozen, shoestring, unprepared","Pomme de terre, frite, congelée, allumette, non préparée",2009-03-17,,11394.0,,25.59,167.0,6.24,2.3,2.16,0.2
501738,6517,11,0,"Potato, french-fried, frozen, shoestring, heated in oven","Pomme de terre, frite, congelée, allumette, réchauffée au four",2009-03-17,,11395.0,,31.66,199.0,6.76,2.8,2.9,0.31
501739,6518,11,0,"Potato, french-fried, frozen, partially fried, cottage cut, heated in oven, with salt","Pomme de terre, frite, congelée, partiellement frite, coupe cottage, réchauffée au four, sel ajouté",2009-03-17,,11840.0,,34.03,218.0,8.2,3.2,3.44,
501740,6519,11,0,"Potato, whole, frozen, boiled, drained, with salt","Pomme de terre, entière, congelée, bouillie, égouttée, sel ajouté",2009-03-17,,11837.0,,13.93,63.0,0.13,1.4,1.98,
501741,6520,11,0,"Potato, mashed, prepared from flakes without milk, whole milk and margarine added","Pomme de terre, purée, préparée à partir de flocons sans lait, lait entier et margarine ajoutés",2009-03-17,,11930.0,,15.02,113.0,5.6,2.3,1.9,
501742,6521,11,0,"Potato, flesh, cooked in skin, microwaved, with salt","Pomme de terre, chair, cuite au four à micro-ondes avec la pelure, sel ajouté",2009-03-17,,11835.0,,23.28,100.0,0.1,1.6,2.1,
501743,6522,11,0,"Potato, flesh and skin, cooked in skin, microwaved,  with salt","Pomme de terre, chair et pelure, cuite au four à micro-ondes avec la pelure, sel ajouté",2009-03-17,,11834.0,,24.24,105.0,0.1,2.3,2.44,
501744,6523,11,0,"Potato, skin, cooked in skin, microwaved, with salt","Pomme de terre, pelure, cuite au four à micro-ondes avec la pelure, sel ajouté",2009-03-17,,11836.0,,29.63,132.0,0.1,5.5,4.39,
501745,6524,11,0,"Potato, scalloped, homemade, with margarine","Pomme de terre, escaloppe (dauphinoise), faite maison, avec margarine",2009-03-17,,11844.0,,10.78,88.0,3.68,1.9,2.87,
501746,6525,11,0,"Pumpkin leaves, boiled, drained, with salt","Citrouille, feuilles, bouillies, égouttées, sel ajouté",2009-03-17,,11848.0,,3.39,21.0,0.22,2.7,2.72,0.69
501747,6526,11,0,"Pumpkin, boiled, drained, with salt","Citrouille, bouillie, égouttée, sel ajouté",2009-03-17,,11845.0,,4.31,18.0,0.07,1.1,0.72,2.08
501748,6527,11,0,"Pumpkin flowers, boiled, drained, with salt","Citrouille, fleurs, bouillies, égouttées, sel ajouté",2009-03-17,,11847.0,,3.18,15.0,0.08,0.9,1.09,2.4
501749,6528,11,0,"Purslane, boiled, drained, with salt","Pourpier, bouilli, égoutté, sel ajouté",2009-03-17,,11849.0,,3.55,18.0,0.19,,1.49,
501750,6529,11,0,"Radish, oriental (daikon), boiled, drained, with salt","Radis, oriental (daikon), bouilli, égoutté, sel ajouté",2009-03-17,,11850.0,,3.43,17.0,0.24,1.6,0.67,1.83
501751,6530,9,0,"Raspberry, wild, raw","Framboise sauvage, crue",2009-03-17,,35202.0,,13.85,62.0,0.28,7.5,1.12,5.54
501752,6531,11,0,"Rutabaga (swede), boiled, drained, with salt","Rutabaga (chou-navet), bouilli, égoutté, sel ajouté",2009-03-17,,11851.0,,6.84,30.0,0.18,1.8,0.93,3.95
501754,6533,4,0,"Salad dressing, mayonnaise, imitation, soybean","Vinaigrette, mayonnaise, imitation, soya",2009-03-17,,4027.0,,16.0,232.0,19.2,0.0,0.3,6.0
501755,6534,4,0,"Salad dressing, sesame seed, regular","Vinaigrette, graines de sésame, régulière",2009-03-17,,4016.0,,8.6,443.0,45.2,1.0,3.1,8.32
501756,6535,4,0,"Salad dressing, sweet and sour","Vinaigrette, aigre-douce",2009-03-17,,43019.0,,3.7,15.0,0.0,0.0,0.1,3.7
501758,6536,11,0,"Salsify (oysterplant, vegetable oyster), boiled, drained, with salt","Salsifis, bouilli, égoutté, sel ajouté",2009-03-17,,11852.0,,15.36,68.0,0.17,3.1,2.73,2.9
501759,6537,21,0,"Fast foods, egg and sausage griddlecake sandwich","Aliments prêts à manger, sandwich de crêpes avec oeuf et saucisse",2009-03-17,,21306.0,,31.25,319.0,17.76,1.0,8.41,11.23
501760,6538,12,0,"Seeds, sesame seed kernels, toasted, shelled, with salt","Graines, sésame, graines, grillées, décortiquées, sel ajouté",2009-03-17,,12529.0,,26.04,567.0,48.0,16.9,16.96,0.48
501761,6539,11,0,"Sesbania flowers, steamed, with salt","Fagotier, fleurs, cuites à la vapeur, sel ajouté",2009-03-17,,11922.0,,5.1,21.0,0.05,,1.14,
501763,6541,6,38,"Soup, broth, chicken, ready-to-serve","Soupe, bouillon, poulet, prête-à-servir",2009-03-17,,6194.0,,0.34,4.0,0.03,0.1,0.55,0.2
501764,6542,11,0,"Soybeans, green (edamame), boiled, drained, with salt","Fèves, soya frais (edamame), bouillies, égouttées, sel ajouté",2009-03-17,,11853.0,,11.05,142.0,6.4,4.2,12.35,
501765,6543,11,0,"Soybeans, mature seeds, sprouted, bean sprouts, stir-fried, with salt, no fat added","Fèves, soya, sèches, germées, germes de haricot, sautées, sel ajouté, sans gras ajouté",2009-03-17,,11924.0,,9.4,125.0,7.1,0.8,13.1,
501766,6544,11,0,"Spinach, boiled, drained, with salt","Épinard, bouillis, égoutté, sel ajouté",2009-03-17,,11854.0,,3.75,23.0,0.26,2.4,2.97,0.43
501767,6545,11,0,"Spinach, frozen, boiled, drained, with salt","Épinard, congelé, bouilli, égoutté, sel ajouté",2009-03-17,,11856.0,,4.8,34.0,0.87,3.7,4.01,0.51
501768,6546,11,0,"Squash, summer, all varieties, boiled, drained, with salt","Courge d'été, toutes variétés, bouillies, égouttées, sel ajouté",2009-03-17,,11857.0,,4.31,20.0,0.31,1.4,0.91,2.59
501771,6549,11,0,"Squash, summer, scallop, boiled, drained, with salt","Courge d'été, pâtisson, bouilli, égoutté, sel ajouté",2009-03-17,,11860.0,,3.3,16.0,0.17,1.9,1.03,1.5
501772,6550,11,0,"Squash, summer, zucchini, boiled, drained, with salt","Courge d'été, courgette (zucchini), bouillie, égouttée, sel ajouté",2009-03-17,,11861.0,,2.69,15.0,0.36,1.0,1.14,1.71
501773,6551,3,0,Zwieback,Zwieback,2015-01-08,,3217.0,,74.2,426.0,9.7,2.5,10.1,12.4
501774,6552,11,0,"Squash, summer, zucchini, frozen, boiled, drained, with salt","Courge d'été, courgette (zucchini), congelée, bouillie, égouttée, sel ajouté",2009-03-17,,11862.0,,2.97,14.0,0.13,1.3,1.15,1.69
501775,6553,11,0,"Squash, winter, acorn, boiled, mashed, with salt","Courge d'hiver, courge poivrée (courgeon), bouillie, en purée, sel ajouté",2009-03-17,,11865.0,,8.79,34.0,0.08,2.6,0.67,
501776,6554,11,0,"Squash, winter, all varieties, baked, with salt","Courge d'hiver, toutes variétés, cuites au four, sel ajouté",2009-03-17,,11863.0,,8.85,37.0,0.35,2.8,0.89,3.3
501777,6555,11,0,"Squash, winter, butternut, baked, with salt","Courge d'hiver, courge musquée, cuite au four, sel ajouté",2009-03-17,,11866.0,,10.49,40.0,0.09,3.2,0.9,1.97
501778,6556,11,0,"Squash, winter, butternut, frozen, boiled, with salt","Courge d'hiver, courge musquée, congelée, bouillie, sel ajouté",2009-03-17,,11867.0,,10.04,39.0,0.07,,1.23,
501779,6557,11,0,"Squash, winter, hubbard, baked, with salt","Courge d'hiver, hubbard, cuite au four, sel ajouté",2009-03-17,,11868.0,,10.81,50.0,0.62,4.9,2.48,4.9
501780,6558,11,0,"Squash, winter, hubbard, boiled, mashed, with salt","Courge d'hiver, hubbard, bouillie, en purée, sel ajouté",2009-03-17,,11869.0,,6.46,30.0,0.37,2.9,1.48,2.93
501781,6559,11,0,"Yardlong beans (asparagus bean or cowpea), boiled, drained, with salt","Doliques asperge, bouillis, égouttés, sel ajouté",2009-03-17,,11899.0,,9.17,47.0,0.1,,2.53,
501782,6560,11,0,"Squash, winter, spaghetti, baked or boiled, drained, with salt","Courge d'hiver, spaghetti, au four ou bouillie, égouttée, sel ajouté",2009-03-17,,11870.0,,6.46,27.0,0.26,1.4,0.66,2.53
501783,6561,17,0,"Stew, moose","Ragoût, orignal",2009-03-17,,35048.0,,6.0,55.0,0.5,0.5,6.6,
501784,6562,17,0,"Stew or soup, caribou","Ragoût ou soupe, caribou",2009-03-17,,35024.0,,4.8,41.0,0.7,0.1,3.8,
501785,6563,11,0,"Succotash, boiled, drained, with salt","Succotash, bouilli, égoutté, sel ajouté",2009-03-17,,11871.0,,24.37,111.0,0.8,,5.07,
501786,6564,11,0,"Succotash, frozen, boiled, drained, with salt","Succotash, congelé, bouilli, égoutté, sel ajouté",2009-03-17,,11872.0,,19.95,93.0,0.89,4.1,4.31,2.21
501787,6565,11,0,"Swamp cabbage (skunk cabbage, water convulvolus), boiled, drained, with salt","Patate aquatique, bouillie, égouttée, sel ajouté",2009-03-17,,11873.0,,3.71,20.0,0.24,1.9,2.08,
501788,6566,11,0,"Sweet potato leaves, steamed, with salt","Patate douce, feuilles, cuites à la vapeur, sel ajouté",2009-03-17,,11874.0,,7.38,35.0,0.34,1.9,2.18,5.48
501789,6567,11,0,"Sweet potato, baked, skin removed after baking, with salt","Patate douce, cuite au four, pelée après la cuisson, sel ajouté",2009-03-17,,11875.0,,20.71,92.0,0.15,3.3,2.01,6.48
501790,6568,11,0,"Sweet potato, boiled without skin, with salt","Patate douce, bouillie sans la pelure, sel ajouté",2009-03-17,,11876.0,,17.72,77.0,0.14,2.5,1.37,5.74
501791,6569,11,0,"Sweet potato, frozen, baked, with salt","Patate douce, congelée, cuite au four, sel ajouté",2009-03-17,,11877.0,,23.4,100.0,0.12,1.8,1.71,
501792,6570,18,0,"Sweet roll, cinnamon, refrigerated dough, with icing (frosting), baked","Brioche, cannelle, pâte réfrigérée, avec glaçage, cuite",2009-03-17,,18358.0,,56.1,362.0,13.2,,5.4,
501793,6571,19,0,"Chocolate syrup, thin type, Calorie-reduced","Chocolat, sirop, consistance claire, réduit en Calories",2009-03-17,,19345.0,,34.56,153.0,0.97,0.0,1.4,28.57
501794,6572,11,0,"Taro, cooked, with salt","Taro, cuit, sel ajouté",2009-03-17,,11878.0,,34.6,142.0,0.11,5.1,0.52,0.49
501795,6573,11,0,"Taro leaves, steamed, with salt","Taro, feuilles, cuites à la vapeur, sel ajouté",2009-03-17,,11879.0,,3.89,24.0,0.41,2.0,2.72,
501796,6574,11,0,"Taro shoots, cooked, with salt","Taro, pousses, cuites, sel ajouté",2009-03-17,,11880.0,,3.19,14.0,0.08,,0.73,
501797,6575,11,0,"Taro, tahitian, cooked, with salt","Taro, Tahiti, cuit, sel ajouté",2009-03-17,,11881.0,,6.85,44.0,0.68,,4.16,
501798,6576,14,0,"Tea, tundra, herb and labrador","Thé, toundra, herbes et labrador",2009-03-17,,35078.0,,0.2,1.0,0.0,0.0,0.0,0.0
501799,6577,16,0,"Tofu, fried","Tofu, frit",2009-03-17,,16129.0,,10.49,271.0,20.18,3.9,17.19,2.72
501800,6578,16,0,"Tofu, fried (prepared with calcium sulphate)","Tofu, frit (préparé avec calcium sulfate)",2009-03-17,,16429.0,,10.5,271.0,20.18,3.9,17.19,
501801,6579,11,0,"Tomato products, canned paste, with salt","Produits à base de tomates, conserve, pâte, sel ajouté",2009-03-17,,11887.0,,18.91,82.0,0.47,4.1,4.32,12.18
501802,6580,11,0,"Tomato products, canned, puree, with salt","Produits à base de tomates, conserve, purée, sel ajouté",2009-03-17,,11888.0,,8.98,38.0,0.21,1.9,1.65,4.83
501803,6581,22,0,"Turkey pot pie, frozen","Pâté à la dinde, congelé",2009-03-17,,22528.0,,17.7,176.0,8.8,1.1,6.5,
501805,6582,11,0,"Turnip greens, boiled, drained, with salt","Navet, feuilles, bouillies, égouttées, sel ajouté",2009-03-17,,11891.0,,4.36,20.0,0.23,3.5,1.14,0.53
501806,6583,11,0,"Turnip greens, frozen, boiled, drained, with salt","Navet, feuilles, congelées, bouillies, égouttées, sel ajouté",2009-03-17,,11892.0,,4.98,29.0,0.42,3.4,3.35,0.75
501807,6584,11,0,"Turnip, boiled, drained, with salt","Navet, bouilli, égoutté, sel ajouté",2009-03-17,,11889.0,,5.06,22.0,0.08,2.0,0.71,2.99
501808,6585,11,0,"Turnip, frozen, boiled, drained, with salt","Navet, congelé, bouilli, égoutté, sel ajouté",2009-03-17,,11890.0,,3.76,21.0,0.24,2.0,1.53,1.76
501809,6586,17,0,"Veal, leg (round), lean, pan-fried, not breaded","Veau, cuisse (ronde), maigre, sauté, non pané",2009-03-17,,17102.0,,0.0,183.0,4.62,0.0,33.17,0.0
501810,6587,11,0,"Yambean (jimaca), tuber, boiled, drained, with salt","Doliques bulbeux, bouillis, égouttés, sel ajouté",2009-03-17,,11898.0,,8.23,36.0,0.09,,0.72,
501811,6588,11,0,"Yam, boiled, drained or baked, salt added","Igname, bouillie, égouttée ou au four, sel ajouté",2009-03-17,,11897.0,,26.99,114.0,0.14,3.9,1.49,0.49
501812,6589,11,0,"Winged beans (goa bean), green, boiled, drained, with salt","Pois carrés, verts, bouillis, égouttés, sel ajouté",2009-03-18,,11896.0,,3.21,37.0,0.66,,5.31,
501813,6590,11,0,"Waxgourd (Chinese perserving melon), boiled, drained, with salt","Waxgourd (melon d'eau chinois), bouilli, égoutté, sel ajouté",2009-03-18,,11895.0,,2.45,11.0,0.2,1.0,0.4,1.18
501814,6591,20,0,"Wheat, vital wheat gluten","Blé, gluten de blé vital",2009-03-18,,48052.0,,13.79,370.0,1.85,0.6,75.16,0.0
501815,6592,11,0,"Vegetables, mixed, frozen, boiled, drained, with salt","Légumes, macédoine, congelée, bouillie, égouttée, sel ajouté",2009-03-18,,11894.0,,13.09,60.0,0.15,4.4,2.86,3.12
501816,6593,18,38,"Granola bar, All Bran, bars and snack bites, all flavours, Kellogg's","Barre granola, All Bran, barres et bouchées collation, toutes saveurs, Kellogg's",2009-04-30,,,,65.06,493.0,23.68,15.3,6.29,26.91
501817,6594,18,38,"Muffin bar, all flavours","Barres muffin, toutes saveurs",2009-04-30,,,,54.76,445.0,22.93,6.5,5.96,25.04
501818,6595,18,38,"Granola bar, cereal bar, fruit-filled, all flavours","Barre granola/céréales, farcie aux fruits, toutes saveurs",2009-04-30,,,,63.93,386.0,14.13,5.6,3.21,30.58
